Query,Title,ID,Similarity,Release_Date,Developer,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews
Popular city-building simulation games,Planet Simulation,14045,0.3072623444874596,TBD,,Control the universe with physics in this simulation game for iOS.,,Simulator,,0.0,0.0,0.0,0.0,0.0,0.0
Popular city-building simulation games,Ratropolis,34347,0.2949613761411806,"Nov 01, 2019",Cassel Games,"A fusion of roguelite, tower defense, city-building, and deck-building! We created a new kind of real time strategy game filled with addictive and fast-paced gameplay. Create your deck, defend your city, and build the largest Ratropolis in history!",Windows PC | Mac | iOS,Card & Board Game | Indie | RPG | Strategy,3.2,25.0,4.0,10.0,13.0,10.0,5.0
Popular city-building simulation games,SimCity DS 2,15853,0.29405310228328513,"Mar 19, 2008",AKI Corporation | Electronic Arts,SimCity DS 2 is a city-building simulation game that allows the player to build and operate a city.,Nintendo DS,Simulator,,1.0,1.0,1.0,1.0,2.0,0.0
Popular city-building simulation games,Gourdlets,2243,0.2926958102579853,TBD,AuntyGames,"Gourdlets is a city-building sandbox. Place buildings and scenery, and then watch visiting gourdlets arrive and interact with the world. No objectives, no points, just building.",Windows PC,Indie | Simulator,,4.0,0.0,2.0,32.0,20.0,0.0
Popular city-building simulation games,Futurama: Worlds of Tomorrow,6734,0.2837537183359001,"Jun 29, 2017",,A city building and RPG Futurama game.,Android | iOS,Simulator,2.5,18.0,0.0,1.0,1.0,1.0,0.0
Popular city-building simulation games,Lichenia,30855,0.27147810501832337,"Apr 16, 2019",Molleindustria,A city building game for the Anthropocene. Reclaim the ruins of a fallen city and create a sustainable human habitat. There are no goals and no endings in Lichenia. Learn about its cryptic ecology. Grow a city like a garden.,Web browser,Indie | Simulator,3.4,4.0,0.0,7.0,5.0,5.0,0.0
Popular city-building simulation games,City Play,24994,0.2638001421774877,"May 19, 2016",FrameLineNetwork,CityPlay is a city builder simulator! Create your own dream city in this tycoon,Windows PC,Indie | Simulator | Strategy,,0.0,0.0,0.0,0.0,0.0,0.0
Popular city-building simulation games,StarPeace,39325,0.26215583284950145,"Dec 01, 2000",Oceanus Communications,Starpeace is a massive multiplayer online city building game developed by Oceanus.,Windows PC,Simulator | Strategy,,0.0,0.0,0.0,0.0,1.0,0.0
Popular city-building simulation games,Habbo Islands,7661,0.2588759715911602,TBD,,A life simulation game based on the popular Habbo web service for the Nokia N-Gage system.,,Adventure | Simulator,,0.0,0.0,0.0,1.0,0.0,0.0
Popular city-building simulation games,Anno 1701,6592,0.25881310257993584,"Oct 30, 2006",Related Designs | Sunflowers,"Anno is a real-time strategy video game series with business simulation and city building elements. It involves colony building and resource management on a series of small islands. It includes aspects of exploration, combat, diplomacy and trade",Windows PC | Nintendo DS,Real Time Strategy | Simulator | Strategy,3.5,128.0,0.0,40.0,7.0,6.0,1.0
Popular city-building simulation games,Lincity,8678,0.2579840798191932,"Dec 31, 1995",,"Lincity is a free and open-source software construction and management simulation game, which puts the player in control of managing a city's socio-economy, similar in concept to SimCity. The player can develop a city by buying appropriate buildings, services and infrastructure. Its name is both a Linux reference and a play on the title of the original city-building game, SimCity, and it was released under the GNU General Public License v2.",Windows PC | Mac | Linux,Simulator,,1.0,0.0,1.0,1.0,1.0,1.0
Popular city-building simulation games,Ascension: Chronicle of the God Slayer,11990,0.25434188324794854,TBD,,The iOS version of the popular deck building game.,,Turn Based Strategy,,4.0,0.0,0.0,0.0,1.0,1.0
Popular city-building simulation games,Cities: Skylines,904,0.24919036067542877,"Mar 10, 2015",Paradox Interactive | Colossal Order,"Cities: Skylines is a modern take on the classic city simulation genre. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience. From the makers of the Cities in Motion franchise, the game boasts a fully realized transport system. It also includes the ability to mod the game to suit your play style as a fine counter balance to the layered and challenging simulation. You're only limited by your imagination, so take control and reach for the sky!",Windows PC | Mac | Linux | PlayStation 4 | Xbox One | PlayStation 5 | Google Stadia | Xbox Series,Simulator | Strategy,3.6,5600.0,205.0,1300.0,174.0,390.0,209.0
Popular city-building simulation games,Serflings,38956,0.24844521870820557,"Jun 19, 2021",,"Serflings is a remake of The Settlers, also known as Serf City: Life is Feudal in some countries. It is a city-building video game with real-time strategy elements.",Windows PC,Real Time Strategy | Simulator | Strategy,,1.0,0.0,0.0,0.0,1.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Bingo for Nintendo Switch,26294,0.32252476127464075,"Mar 15, 2018",Starsign,"Bingo anywhere, anytime! Bingo for Nintendo Switch!",Nintendo Switch,Puzzle,,4.0,0.0,2.0,2.0,0.0,1.0
Co-op puzzle-platformers for Nintendo Switch,Ghoulboy,11618,0.272570659279924,"Nov 05, 2017",Serkan Bakar | Dolores Entertainment,"GhoulBoy is a retro-inspired action platformer that combines the action-RPG genre with hack 'n' slash gameplay. Slay monsters, collect loot, avoid dangerous traps and defeat menacing bosses. GhoulBoy brings back the look and feel of the very best classic retro platformers from the '90s, introducing refreshed and engaging gameplay mechanics. If you miss platformers from the 16-bit era, GhoulBoy is for you. Ghoulboy is a retro-inspired action platformer. Explore a magical realm of dungeons, towns, treasures and devious monsters.",Windows PC | PlayStation 4 | Xbox One | PlayStation Vita | Nintendo Switch,Adventure | Arcade | Indie | Platform | RPG,2.3,28.0,0.0,20.0,5.0,14.0,3.0
Co-op puzzle-platformers for Nintendo Switch,Endica VII: The Dream King,39894,0.2671238928840662,"Jan 13, 2016",,"A Co-op ""Metroidvania"" inspired by hits from the 90's! Explore Endica with your friends in a 4-Player Retro Game featuring elements from Run & Gunners, Platformers, Bullet-Hell Shooters, as well as Street Fighter Moves and RPG Elements! Also features Versus Mode & Mini-Games!",Windows PC,Adventure | Indie | RPG,,1.0,0.0,0.0,0.0,1.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Mujo,22107,0.26116280052951757,"Nov 30, 2017",Oink Games,A puzzle game from Oink Games Inc.,Nintendo Switch,Puzzle,,4.0,0.0,1.0,2.0,0.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Neoncers,26743,0.2577137704402815,TBD,,"Those who love platform games may think this is a simple game, but hardest platformers ever made. 
This game was never for those looking for ""easy peasy lemon squeezy"". 
Minimalistic platformer with neon graphics.",,,,0.0,0.0,0.0,0.0,0.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Lichtspeer: Double Speer Edition,9670,0.24059571751641934,"Sep 07, 2017",Lichthund | Crunching Koalas,LICHTSPEER is an action arcade lightspear-throwing simulator based in an Ancient Germanic Future. Exclusive Nintendo Switch co-op mode for 2 players included!,Windows PC | Mac | Linux | Xbox One | Nintendo Switch,Adventure | Arcade | Indie | Platform | Shooter,2.6,17.0,0.0,8.0,2.0,2.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Death Squared,5281,0.24052603491302,"Mar 13, 2017",SMG Studio | CIRCLE Entertainment,"Death Squared is a co-op puzzle game about cooperation, communication, and robot explosions.",Windows PC | Android | Mac | Linux | PlayStation 4 | Xbox One | Nintendo Switch,Indie | Platform | Puzzle | Strategy,3.1,248.0,20.0,200.0,15.0,75.0,15.0
Co-op puzzle-platformers for Nintendo Switch,Madrun,32356,0.2340536220197408,"Feb 29, 2020",,"Tired of uneventful, single-player 2D platformers? 

This just another one of them...except you race against up to 7 other players online and create catastrophic chaos with items beyond insanity.",Windows PC | Mac | Linux,Indie | Platform | Racing,1.7,3.0,0.0,0.0,0.0,0.0,1.0
Co-op puzzle-platformers for Nintendo Switch,Wiloo,36155,0.23045291055494088,"Aug 03, 2017",lightUP,Help Wiloo to rescue his buddy in this adventure 2D side scrolling platformer with gameplay inspired mainly by 8/16 bit era platformers and updated graphics and sounds.,Windows PC,Adventure | Indie,,1.0,0.0,11.0,0.0,8.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Gon' E-Choo!,37831,0.22650819604311617,"Nov 25, 2015",,"Gon' E-Choo! is a 3 stage, arcade-style game based on the earliest arcade platformers. Collect 10 letters in each stage while avoiding an irate and unrelenting gator!",Windows PC | Mac | Linux,Indie | Simulator,,1.0,0.0,1.0,0.0,1.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Tetra for Nintendo Switch: International Edition,35632,0.22265301541069143,"Oct 14, 2021",,"Tetra for Nintendo Switch International Edition is your new puzzle adventure game. Wandering and lost in the back alley, 4 doors were found, leading you to 4 different worlds. And the adventures are somehow connected...
In this Nintendo Switch version of Tetra, there are new puzzles waiting for you in each world. The adventures await you in the beautiful fantasy worlds of Tetra!",Nintendo Switch,Adventure | Puzzle,,3.0,0.0,0.0,1.0,1.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Rad: Before the Adventure,8829,0.2177835297531399,TBD,,"The prequel to Rad, this is a 3D-Platformer Collect-A-Thon inspired by platformers from the late 90's and early 2000's.",,Platform,,1.0,0.0,0.0,1.0,1.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Pole's Big Adventure,36393,0.2085270807341179,"Feb 03, 2009",,Sega's wacky send-up of 8-bit NES-era console games references classic platformers from Mario to Master Higgins and Kunio Kun.,Wii,,3.8,6.0,0.0,14.0,4.0,5.0,1.0
Co-op puzzle-platformers for Nintendo Switch,Powers of Hex,31894,0.2032249598145585,"Jan 13, 2023",,"Powers of Hex is a non-linear experience of classic 2D platformers.Play as Hex on a quest to obtain all 6 unique, magic powers from Elfvis.",Windows PC | Mac | Linux | Nintendo Switch,Adventure | Indie | Platform,,0.0,0.0,2.0,0.0,0.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Mutant Mudds,4961,0.19848188232513564,"Jan 26, 2012",Renegade Kid | Atooi,"Love pixels? Fond of platformers? Is there a special place in your heart for the 8-bit and 16-bit era? Want to have fun? Yes!? Well, you’ve come to the right place, my friend. Mutant Mudds Deluxe is a “12-bit” action platformer full of pixels and platforming fun!",Windows PC | iOS | Nintendo 3DS | Nintendo Switch,Adventure | Arcade | Indie | Platform,2.8,265.0,1.0,44.0,10.0,30.0,8.0
Co-op puzzle-platformers for Nintendo Switch,Cats Love Boxes,33751,0.19767393878485795,"Dec 31, 2023",Devcats,Help Fofiño and Lily to move the boxes around in this co-op puzzle adventure.,Windows PC,Puzzle,,0.0,0.0,0.0,2.0,2.0,0.0
Co-op puzzle-platformers for Nintendo Switch,AlphaMan,35224,0.19650552074102615,"Nov 19, 2019",Heartfelt Games LLC,"Alphaman is an action platformer made with nostalgic love from similar platformers of the past and present. Jump, shoot, and dash your way through various stages, gaining new powers and abilities along the way to stop the Red Bombers!",Windows PC,Indie | Platform,3.5,4.0,0.0,0.0,0.0,2.0,3.0
Co-op puzzle-platformers for Nintendo Switch,TaniNani,25315,0.19544497234072586,"Jan 23, 2020",WhyKev,Explore a unique puzzle experience in your own pace. TaniNani is a puzzle game where you move parts of the level around to help the characters find the crystal and each other.,Windows PC | Mac | Linux | iOS | Nintendo Switch,Indie | Puzzle,,1.0,0.0,3.0,1.0,1.0,0.0
Co-op puzzle-platformers for Nintendo Switch,Unravel Two,2670,0.19410068467401229,"Jun 09, 2018",Electronic Arts | ColdWood Interactive,"Unravel Two is the sequel to the 2015 puzzle platforming game Unravel. In the game there are two Yarny's (made out of yarn) which can be controlled by one player, though the game can also be played in co-op. Together the Yarny's explore area's and solve the puzzles within them.",Windows PC | PlayStation 4 | Xbox One | Nintendo Switch,Adventure | Platform | Puzzle,3.4,1200.0,89.0,654.0,236.0,229.0,76.0
Co-op puzzle-platformers for Nintendo Switch,Kenshō,8808,0.19403522742670612,"Sep 17, 2017",JetDogs Studios | FIFTYTWO,"A puzzle adventure through nature, time, and space",Windows PC | Android | Mac | Linux | iOS | Nintendo Switch,Adventure | Indie | Puzzle,2.9,6.0,0.0,1.0,2.0,3.0,1.0
Easygoing life sims for relaxing gameplay,The Sims Bustin' Out,3871,0.5516227434488384,"Dec 15, 2003",Maxis | EA Games,"The Sims Bustin' Out is the second title in The Sims console series and the first The Sims title to not be released on PC. It featured the same 3D environment and engine the past game did, however adds several features from The Sims expansion packs: The Sims: Hot Date, The Sims: Superstar, and The Sims: Livin' Large. Bustin' Out was released for the Game Boy Advance, GameCube, PlayStation 2, Xbox and N-Gage in the fourth quarter of 2003. As the title suggests, the Sims can get out of the house to visit other locations such as Shiny Things Lab or Casa Caliente. There are two modes. Bust Out Mode which has mission based gameplay and Freeplay Mode which is open-ended gameplay very much like the original The Sims PC game.",Nintendo GameCube | Xbox | PlayStation 2,Simulator | Strategy,3.2,735.0,6.0,64.0,24.0,78.0,21.0
Easygoing life sims for relaxing gameplay,The Sims 4,452,0.5366291351076016,"Sep 02, 2014",Electronic Arts | The Sims Studio,"Unleash your imagination and create a unique world of Sims that's an expression of you! Explore and customize every detail from Sims to homes, and much more with The Sims 4. Life, and Sims, are yours to control. Customize your unique Sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more.",Windows PC | Mac | PlayStation 4 | Xbox One | PlayStation 5 | Xbox Series,RPG | Simulator,3.0,9800.0,516.0,811.0,119.0,520.0,454.0
Easygoing life sims for relaxing gameplay,The Sims 4: Premium Edition,38746,0.5344199976331326,"Sep 02, 2014",Electronic Arts | Maxis,"Unleash your imagination and create a unique world of Sims that's an expression of you! Explore and customize every detail from Sims to homes, and much more with The Sims 4. Life, and Sims, are yours to control. Customize your unique Sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more.
The Sims 4: Premium Edition includes a copy of The Sims 4, Life of the Party digital content, Up All Night digital content and the Creator's Guide hardcover book.",Windows PC,Adventure | RPG | Simulator,,4.0,3.0,1.0,1.0,1.0,0.0
